latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-1.3266,112.74483,319.37,1.06,1.03,2024-09-19,06:42,A,72,6.1NRT,296.68,12.57,D
-1.32526,112.75419,322.73,1.06,1.03,2024-09-19,06:42,A,76,6.1NRT,296.77,16.06,D
-1.19487,113.65999,325.18,1.01,1,2024-09-19,06:42,A,77,6.1NRT,298.64,16.74,D
-0.90122,115.67139,326.71,1.07,1.03,2024-09-19,06:42,A,79,6.1NRT,300.54,17.55,D
-1.50753,111.54604,321.05,1.21,1.1,2024-09-19,06:42,A,75,6.1NRT,294.62,18.16,D
-1.27222,113.18713,341.23,1.03,1.01,2024-09-19,06:42,A,90,6.1NRT,295.42,40.14,D
-1.27091,113.19619,359.85,1.03,1.01,2024-09-19,06:42,A,99,6.1NRT,296.71,82.45,D
-1.68673,110.36121,316.47,1.46,1.19,2024-09-19,06:42,A,69,6.1NRT,291.7,14.96,D
-1.21904,113.61822,321.96,1.01,1,2024-09-19,06:42,A,74,6.1NRT,298.74,13.14,D
-1.21775,113.6271,318.25,1.01,1,2024-09-19,06:42,A,68,6.1NRT,298.31,9.47,D
-1.04858,114.79131,325.15,1.01,1.01,2024-09-19,06:42,A,77,6.1NRT,300.16,15.49,D
-1.32153,113.03641,321.81,1.04,1.02,2024-09-19,06:42,A,74,6.1NRT,298.18,13.16,D
-1.31228,113.10023,311.92,1.04,1.02,2024-09-19,06:42,A,40,6.1NRT,297.37,4,D
-1.44277,112.2646,316.79,1.11,1.05,2024-09-19,06:42,A,68,6.1NRT,294.18,11.59,D
-1.33984,112.97363,321.68,1.04,1.02,2024-09-19,06:42,A,74,6.1NRT,296.59,13.72,D
-1.33054,113.03773,331.5,1.04,1.02,2024-09-19,06:42,A,84,6.1NRT,298.43,24.73,D
-1.32921,113.04684,315.69,1.04,1.02,2024-09-19,06:42,A,48,6.1NRT,298.36,6.25,D
-1.25084,113.58656,317.8,1.01,1.01,2024-09-19,06:42,A,67,6.1NRT,298.95,8.83,D
-1.49258,111.98789,393.49,1.15,1.07,2024-09-19,06:42,A,100,6.1NRT,298.02,258.53,D
-1.49111,111.99796,338.78,1.15,1.07,2024-09-19,06:42,A,89,6.1NRT,294.52,43.81,D
-1.3462,112.99326,322.28,1.04,1.02,2024-09-19,06:42,A,75,6.1NRT,297.23,14.18,D
-1.34487,113.00244,321.48,1.04,1.02,2024-09-19,06:42,A,74,6.1NRT,296.38,14.02,D
-1.33291,113.08462,332.57,1.04,1.02,2024-09-19,06:42,A,85,6.1NRT,299.91,24.86,D
-1.50202,111.98923,312.4,1.15,1.07,2024-09-19,06:42,A,59,6.1NRT,295.23,7.2,D
-1.13541,114.50574,319.84,1,1,2024-09-19,06:42,A,62,6.1NRT,298.71,9.27,D
-1.64678,111.07025,315,1.3,1.13,2024-09-19,06:42,A,67,6.1NRT,297.2,9.36,D
-1.51736,111.95039,312.62,1.15,1.07,2024-09-19,06:42,A,59,6.1NRT,295.02,8.37,D
-1.51589,111.9604,330.85,1.15,1.07,2024-09-19,06:42,A,84,6.1NRT,295.88,30.87,D
-1.34824,113.10547,350.27,1.04,1.02,2024-09-19,06:42,A,95,6.1NRT,298.85,58.32,D
-1.34691,113.11459,376.13,1.04,1.02,2024-09-19,06:42,A,100,6.1NRT,299.19,137.41,D
-1.25285,113.82191,324.21,1,1,2024-09-19,06:42,A,76,6.1NRT,300.22,14.4,D
-1.40088,112.86568,312.13,1.05,1.03,2024-09-19,06:42,A,53,6.1NRT,295.95,5.23,D
-1.3969,112.89342,328.5,1.05,1.02,2024-09-19,06:42,A,81,6.1NRT,298.03,21.95,D
-1.66911,111.12562,317.51,1.29,1.13,2024-09-19,06:42,A,70,6.1NRT,296.53,13.61,D
-1.06521,115.30448,323.48,1.04,1.02,2024-09-19,06:42,A,75,6.1NRT,299.58,14.43,D
-1.49027,112.50402,310.47,1.09,1.04,2024-09-19,06:42,A,45,6.1NRT,294.34,4.74,D
-1.42348,113.02882,320.69,1.04,1.02,2024-09-19,06:42,A,55,6.1NRT,296.09,12.69,D
-2.46878,106.01202,313.93,3.3,1.72,2024-09-19,06:42,A,60,6.1NRT,276.1,59.14,D
-2.46458,106.04084,314.5,3.28,1.71,2024-09-19,06:42,A,61,6.1NRT,277.65,61.94,D
-1.42688,113.13189,322.55,1.04,1.02,2024-09-19,06:42,A,75,6.1NRT,295.44,14.34,D
-1.4626,112.95016,313.03,1.05,1.02,2024-09-19,06:42,A,56,6.1NRT,297.04,5.78,D
-1.80205,110.69547,314.67,1.39,1.17,2024-09-19,06:42,A,58,6.1NRT,295.56,10.18,D
-1.47492,112.99602,312.96,1.05,1.02,2024-09-19,06:42,A,42,6.1NRT,294.76,4.92,D
-1.35714,113.81331,399.68,1,1,2024-09-19,06:42,A,100,6.1NRT,302.58,244.55,D
-1.29331,114.25347,321.6,1,1,2024-09-19,06:42,A,72,6.1NRT,300.63,10.17,D
-2.46686,106.01899,319.82,3.3,1.72,2024-09-19,06:42,A,72,6.1NRT,275.53,88.26,D
-1.366,113.8146,318.22,1,1,2024-09-19,06:42,A,61,6.1NRT,299.55,8.09,D
-1.12199,115.48795,334.67,1.05,1.02,2024-09-19,06:42,A,86,6.1NRT,299.8,29.87,D
-1.70368,111.53154,312.24,1.22,1.1,2024-09-19,06:42,A,51,6.1NRT,296.78,7.42,D
-1.57141,112.45386,309.95,1.1,1.04,2024-09-19,06:42,A,32,6.1NRT,295.24,5.01,D
-1.56312,112.51157,323.51,1.09,1.04,2024-09-19,06:42,A,77,6.1NRT,297.18,16.9,D
-1.56174,112.52114,320.17,1.09,1.04,2024-09-19,06:42,A,72,6.1NRT,296.81,13.01,D
-1.44965,113.29895,313.07,1.03,1.01,2024-09-19,06:42,A,50,6.1NRT,297.44,5.8,D
-1.44835,113.30797,336.09,1.03,1.01,2024-09-19,06:42,A,87,6.1NRT,298.62,32.39,D
-1.12969,115.4985,318.87,1.05,1.02,2024-09-19,06:42,A,49,6.1NRT,295.71,10.12,D
-1.56957,112.53202,331.2,1.09,1.04,2024-09-19,06:42,A,84,6.1NRT,298.69,26.44,D
-1.12383,115.60173,328.84,1.06,1.03,2024-09-19,06:42,A,81,6.1NRT,299.86,21.1,D
-1.13291,115.60307,319.16,1.06,1.03,2024-09-19,06:42,A,69,6.1NRT,300.47,10.03,D
-1.75173,111.40546,310.3,1.24,1.11,2024-09-19,06:42,A,37,6.1NRT,294.17,5.22,D
-1.2825,114.6386,341.27,1.01,1,2024-09-19,06:42,A,90,6.1NRT,296.66,38.29,D
-1.28121,114.64744,342.43,1.01,1,2024-09-19,06:42,A,91,6.1NRT,297.75,40.34,D
-1.8088,111.08234,324.11,1.31,1.13,2024-09-19,06:42,A,78,6.1NRT,296.56,23.26,D
-1.74572,111.51549,318.92,1.23,1.1,2024-09-19,06:42,A,72,6.1NRT,296.95,14.23,D
-1.52419,113.22668,327.6,1.03,1.01,2024-09-19,06:42,A,76,6.1NRT,300.91,19.83,D
-1.52286,113.23576,342.62,1.03,1.01,2024-09-19,06:42,A,91,6.1NRT,296.79,43.04,D
-1.53243,113.23366,327.14,1.03,1.01,2024-09-19,06:42,A,79,6.1NRT,301.08,18.69,D
-1.61298,112.73726,334.8,1.07,1.03,2024-09-19,06:42,A,86,6.1NRT,298.09,31.93,D
-1.61163,112.74669,313.08,1.07,1.03,2024-09-19,06:42,A,54,6.1NRT,298.15,5.77,D
-1.60759,112.77482,320.16,1.07,1.03,2024-09-19,06:42,A,71,6.1NRT,297.71,12.71,D
-1.83088,111.42241,320.18,1.24,1.11,2024-09-19,06:42,A,73,6.1NRT,296.49,16.54,D
-1.68304,112.44616,315.4,1.1,1.05,2024-09-19,06:42,A,63,6.1NRT,295.92,8.34,D
-1.59072,113.08416,318.25,1.04,1.02,2024-09-19,06:42,A,46,6.1NRT,300.51,6.93,D
-1.88454,111.2608,315.55,1.28,1.12,2024-09-19,06:42,A,66,6.1NRT,296.57,11.13,D
-1.72285,112.43211,314.9,1.1,1.05,2024-09-19,06:42,A,62,6.1NRT,298.76,7.86,D
-1.74352,112.35572,311.19,1.11,1.05,2024-09-19,06:42,A,30,6.1NRT,296.31,4.83,D
-1.71812,112.58508,317.44,1.09,1.04,2024-09-19,06:42,A,57,6.1NRT,297.53,9.83,D
-1.62627,113.22598,337.25,1.03,1.02,2024-09-19,06:42,A,66,6.1NRT,300.5,33.26,D
-1.62496,113.23505,330.7,1.03,1.01,2024-09-19,06:42,A,0,6.1NRT,299.86,23.27,D
-1.65603,113.14677,320.73,1.04,1.02,2024-09-19,06:42,A,59,6.1NRT,302.26,9,D
-1.4848,114.32956,317.83,1,1,2024-09-19,06:42,A,65,6.1NRT,296.26,8.63,D
-1.79036,112.27908,330.04,1.12,1.05,2024-09-19,06:42,A,83,6.1NRT,296.41,27,D
-1.78894,112.28888,327.51,1.12,1.05,2024-09-19,06:42,A,80,6.1NRT,294.38,23.24,D
-1.87287,111.77345,312.07,1.19,1.09,2024-09-19,06:42,A,51,6.1NRT,296.84,6.21,D
-1.87137,111.78391,313.12,1.19,1.08,2024-09-19,06:42,A,58,6.1NRT,297.09,7.5,D
-2.0622,110.60678,325.89,1.42,1.18,2024-09-19,06:42,A,80,6.1NRT,291.28,33.13,D
-2.06038,110.61926,315.45,1.41,1.18,2024-09-19,06:42,A,66,6.1NRT,292.14,15.47,D
-1.99699,111.26647,313.2,1.28,1.12,2024-09-19,06:42,A,27,6.1NRT,296.7,6.37,D
-1.71245,113.32754,319.23,1.03,1.01,2024-09-19,06:42,A,69,6.1NRT,301.3,9.19,D
-1.65875,114.2775,328.85,1,1,2024-09-19,06:42,A,81,6.1NRT,300.29,19.25,D
-1.65747,114.28629,367.85,1,1,2024-09-19,06:42,A,100,6.1NRT,299.44,101.11,D
-1.66759,114.27879,329.83,1,1,2024-09-19,06:42,A,82,6.1NRT,301.65,20.58,D
-1.66631,114.28758,377.95,1,1,2024-09-19,06:42,A,100,6.1NRT,304.66,136.95,D
-1.87832,113.45588,319.63,1.02,1.01,2024-09-19,06:42,A,69,6.1NRT,298.96,10.09,D
-1.80632,113.95419,358.66,1,1,2024-09-19,06:42,A,99,6.1NRT,305.15,74.53,D
-1.80504,113.96303,368.78,1,1,2024-09-19,06:42,A,100,6.1NRT,303.23,104.28,D
-1.74502,114.37664,328.78,1,1,2024-09-19,06:42,A,64,6.1NRT,294.55,19.25,D
-1.53003,115.84476,316.49,1.07,1.03,2024-09-19,06:42,A,43,6.1NRT,298.02,7.1,D
-1.52865,115.85416,318.13,1.07,1.03,2024-09-19,06:42,A,45,6.1NRT,298.17,8.76,D
-1.55246,115.81917,330.5,1.07,1.03,2024-09-19,06:42,A,83,6.1NRT,298.15,24.79,D
-1.50053,116.17279,318.63,1.11,1.05,2024-09-19,06:42,A,69,6.1NRT,292.21,11.86,D
-1.66499,115.36397,321.36,1.03,1.02,2024-09-19,06:42,A,65,6.1NRT,298.36,14.05,D
-2.34628,110.76619,314.09,1.39,1.17,2024-09-19,06:42,A,48,6.1NRT,296.52,9.62,D
-2.42165,110.59299,322.1,1.44,1.19,2024-09-19,06:42,A,75,6.1NRT,296.83,22.55,D
-2.20107,112.55772,316.36,1.1,1.05,2024-09-19,06:42,A,55,6.1NRT,301.52,8.4,D
-2.48236,110.65869,329.58,1.42,1.18,2024-09-19,06:42,A,82,6.1NRT,297.16,36.92,D
-2.18718,113.10429,317.35,1.05,1.02,2024-09-19,06:42,A,65,6.1NRT,299.18,9.76,D
-2.18583,113.11352,314.63,1.05,1.02,2024-09-19,06:42,A,51,6.1NRT,298.5,7.26,D
-1.98065,115.16235,325.31,1.02,1.01,2024-09-19,06:42,A,62,6.1NRT,287.01,16.32,D
-2.19233,113.83607,328.93,1.01,1,2024-09-19,06:42,A,81,6.1NRT,302.78,16.04,D
-2.05479,115.92432,320.18,1.07,1.03,2024-09-19,06:42,A,17,6.1NRT,299.25,10.26,D
-2.17959,115.19124,313.71,1.02,1.01,2024-09-19,06:42,A,52,6.1NRT,288.25,5.1,D
-2.8556,111.06027,323.45,1.35,1.15,2024-09-19,06:42,A,76,6.1NRT,297.92,22.38,D
-2.85359,111.0665,319.88,1.35,1.15,2024-09-19,06:42,A,50,6.1NRT,297.84,16.06,D
-2.82151,112.79867,320.57,1.09,1.04,2024-09-19,06:42,A,66,6.1NRT,298.49,11.68,D
-2.82014,112.80823,313.99,1.09,1.04,2024-09-19,06:42,A,22,6.1NRT,298.34,5.82,D
-3.01599,112.66157,313.83,1.11,1.05,2024-09-19,06:42,A,58,6.1NRT,298.03,6.91,D
-3.0146,112.6713,313.61,1.1,1.05,2024-09-19,06:42,A,56,6.1NRT,296.85,6.71,D
-3.05221,112.91789,316.93,1.08,1.04,2024-09-19,06:42,A,65,6.1NRT,301.66,7.48,D
-2.9449,113.85828,328.41,1.01,1.01,2024-09-19,06:42,A,80,6.1NRT,297.87,20.22,D
-2.77429,115.03333,319.05,1.01,1,2024-09-19,06:42,A,68,6.1NRT,293.76,8.56,D
-0.97959,113.48298,314.7,1.01,1.01,2024-09-19,06:42,A,61,6.1NRT,297.91,6.68,D
-0.94603,113.77647,320.89,1,1,2024-09-19,06:42,A,64,6.1NRT,298.91,10.16,D
-0.94475,113.78528,343.57,1,1,2024-09-19,06:42,A,92,6.1NRT,299.04,41.99,D
-0.93707,113.83813,316.86,1,1,2024-09-19,06:42,A,65,6.1NRT,299.19,8.28,D
-0.88853,114.17222,407.68,1,1,2024-09-19,06:42,A,100,6.1NRT,304.76,293.8,D
-0.88725,114.18101,428.53,1,1,2024-09-19,06:42,A,100,6.1NRT,301.42,463.03,D
-1.67874,111.97546,311.07,1.16,1.07,2024-09-19,06:42,A,35,6.1NRT,294.71,6.23,D
3.90567,114.6782,315.2,1.07,1.03,2024-09-19,06:42,A,73,6.1NRT,293.48,9.7,D
0.60944,115.97388,337.46,1.14,1.06,2024-09-19,06:42,A,88,6.1NRT,296.33,37.72,D
0.04275,112.2074,311.52,1.09,1.04,2024-09-19,06:42,A,56,6.1NRT,298.26,5.19,D
-0.04032,112.13684,314.64,1.09,1.04,2024-09-19,06:42,A,58,6.1NRT,293.96,7.89,D
-0.15224,111.62842,320.41,1.16,1.07,2024-09-19,06:42,A,74,6.1NRT,299.24,12.51,D
-0.03213,112.77229,360.31,1.04,1.02,2024-09-19,06:42,A,100,6.1NRT,300.19,84.14,D
-0.03081,112.78141,343.39,1.04,1.02,2024-09-19,06:42,A,92,6.1NRT,299.34,44.04,D
-0.11774,112.24281,323.1,1.09,1.04,2024-09-19,06:42,A,76,6.1NRT,298.4,16.31,D
-0.11636,112.25233,345.74,1.08,1.04,2024-09-19,06:42,A,93,6.1NRT,299.48,53.46,D
-0.16849,112.15211,318.33,1.1,1.04,2024-09-19,06:42,A,70,6.1NRT,297.79,10.23,D
-0.2248,111.96178,330.6,1.12,1.05,2024-09-19,06:42,A,84,6.1NRT,297.05,24.08,D
-0.22335,111.9716,341.23,1.12,1.05,2024-09-19,06:42,A,91,6.1NRT,298.15,43.28,D
-0.2219,111.9814,321.13,1.12,1.05,2024-09-19,06:42,A,62,6.1NRT,299.76,12.13,D
-0.22046,111.99119,327.83,1.11,1.05,2024-09-19,06:42,A,81,6.1NRT,301.47,20.98,D
-0.19759,112.14646,315.91,1.1,1.04,2024-09-19,06:42,A,66,6.1NRT,298.98,6.95,D
-0.23166,112.08801,316.85,1.1,1.05,2024-09-19,06:42,A,67,6.1NRT,299.86,8.46,D
-0.14565,112.74826,331.75,1.04,1.02,2024-09-19,06:42,A,84,6.1NRT,298.03,26.63,D
-0.14434,112.75726,323.84,1.04,1.02,2024-09-19,06:42,A,77,6.1NRT,298.03,16.38,D
0.24205,115.41433,321.07,1.07,1.03,2024-09-19,06:42,A,73,6.1NRT,299.08,11.65,D
-0.16129,112.70388,313.99,1.05,1.02,2024-09-19,06:42,A,60,6.1NRT,297.12,7.22,D
-0.15997,112.71294,316.18,1.05,1.02,2024-09-19,06:42,A,65,6.1NRT,297.22,9.08,D
-0.29951,111.81654,322.67,1.14,1.06,2024-09-19,06:42,A,75,6.1NRT,301.43,13.73,D
-0.29806,111.82652,322.33,1.14,1.06,2024-09-19,06:42,A,73,6.1NRT,301.19,13.3,D
0.13273,115.04327,321.68,1.04,1.02,2024-09-19,06:42,A,74,6.1NRT,297.63,13.44,D
0.13405,115.05239,332.47,1.04,1.02,2024-09-19,06:42,A,85,6.1NRT,297.23,26.95,D
0.25632,116.0808,317.57,1.14,1.06,2024-09-19,06:42,A,62,6.1NRT,296.98,8.19,D
-0.34772,111.99192,322.77,1.12,1.05,2024-09-19,06:42,A,72,6.1NRT,300.01,14.58,D
-0.34148,112.10067,327.98,1.1,1.05,2024-09-19,06:42,A,81,6.1NRT,300.34,21.37,D
-0.34008,112.11037,325.4,1.1,1.05,2024-09-19,06:42,A,79,6.1NRT,300.25,17.5,D
-0.30536,112.35,314.85,1.08,1.04,2024-09-19,06:42,A,57,6.1NRT,298.92,6.7,D
-0.25306,112.90051,314.03,1.03,1.02,2024-09-19,06:42,A,60,6.1NRT,297.92,6.45,D
-0.42638,111.7803,315.78,1.15,1.07,2024-09-19,06:42,A,60,6.1NRT,296.12,8.51,D
-0.26336,112.8928,328.36,1.03,1.02,2024-09-19,06:42,A,81,6.1NRT,296.93,20.96,D
-0.31357,112.67575,310.87,1.05,1.02,2024-09-19,06:42,A,47,6.1NRT,297.4,4.35,D
-0.32244,112.67336,312.29,1.05,1.02,2024-09-19,06:42,A,57,6.1NRT,297.41,5.07,D
-0.35563,112.50727,320.38,1.07,1.03,2024-09-19,06:42,A,74,6.1NRT,297.7,11.63,D
-0.36337,112.51805,324.4,1.06,1.03,2024-09-19,06:42,A,78,6.1NRT,297.89,16.6,D
-0.35092,112.66811,316.19,1.05,1.02,2024-09-19,06:42,A,67,6.1NRT,296.66,9.06,D
-0.34959,112.67728,315.43,1.05,1.02,2024-09-19,06:42,A,65,6.1NRT,297,8.31,D
-0.34557,112.70499,317.52,1.05,1.02,2024-09-19,06:42,A,69,6.1NRT,296.87,10.04,D
-0.34423,112.71427,328.47,1.05,1.02,2024-09-19,06:42,A,82,6.1NRT,297.34,22.49,D
-0.42872,112.32527,316.98,1.08,1.04,2024-09-19,06:42,A,69,6.1NRT,294.73,8.17,D
-0.42733,112.33476,319.54,1.08,1.04,2024-09-19,06:42,A,73,6.1NRT,295.95,10.77,D
-0.42317,112.36324,316.5,1.08,1.04,2024-09-19,06:42,A,68,6.1NRT,298.31,8.54,D
-0.03322,115.10771,327.06,1.04,1.02,2024-09-19,06:42,A,80,6.1NRT,298.56,19.66,D
-0.47105,112.16486,328.08,1.1,1.05,2024-09-19,06:42,A,82,6.1NRT,297.84,21.48,D
-0.4803,112.16624,319.88,1.1,1.05,2024-09-19,06:42,A,59,6.1NRT,298.17,11.6,D
-0.42274,112.68507,319.09,1.05,1.02,2024-09-19,06:42,A,72,6.1NRT,297.28,11.79,D
-0.58278,111.77402,320.62,1.15,1.07,2024-09-19,06:42,A,75,6.1NRT,295.72,14.42,D
-0.55581,112.02525,313.07,1.12,1.05,2024-09-19,06:42,A,62,6.1NRT,296.8,7.35,D
-0.55153,112.05457,315.76,1.12,1.05,2024-09-19,06:42,A,68,6.1NRT,295.89,9.76,D
-0.53875,112.14233,312.58,1.1,1.05,2024-09-19,06:42,A,58,6.1NRT,297.11,6.22,D
-0.49518,112.50542,312.19,1.07,1.03,2024-09-19,06:42,A,60,6.1NRT,297.31,5.34,D
-0.22314,114.4372,322.09,1.01,1,2024-09-19,06:42,A,76,6.1NRT,298.37,13.38,D
-0.58013,112.11842,319.52,1.11,1.05,2024-09-19,06:42,A,74,6.1NRT,299.24,12.47,D
-0.25371,114.48354,320.7,1.01,1,2024-09-19,06:42,A,74,6.1NRT,299.19,11.4,D
-0.25242,114.49238,354.49,1.01,1,2024-09-19,06:42,A,97,6.1NRT,300.07,66.49,D
-0.62612,112.04116,311.41,1.12,1.05,2024-09-19,06:42,A,52,6.1NRT,295.54,5.47,D
-0.70447,111.56713,316.42,1.18,1.08,2024-09-19,06:42,A,70,6.1NRT,295.05,10.35,D
-0.29948,114.41781,320.24,1.01,1,2024-09-19,06:42,A,73,6.1NRT,297.86,12.78,D
-0.29819,114.42673,326.43,1.01,1,2024-09-19,06:42,A,80,6.1NRT,296.74,19.1,D
-0.72817,111.53876,325.7,1.19,1.08,2024-09-19,06:42,A,80,6.1NRT,294.8,21.95,D
-0.31604,114.36604,360,1,1,2024-09-19,06:42,A,99,6.1NRT,299.97,81.14,D
-0.31476,114.37484,400.11,1,1,2024-09-19,06:42,A,100,6.1NRT,302.04,249.66,D
-0.31452,114.50134,344.35,1.01,1,2024-09-19,06:42,A,92,6.1NRT,300.26,45.26,D
-0.31323,114.51025,354.62,1.01,1,2024-09-19,06:42,A,97,6.1NRT,300.08,67.24,D
-0.29652,114.62564,321.61,1.01,1.01,2024-09-19,06:42,A,75,6.1NRT,298.5,12.99,D
-0.29524,114.63454,322.69,1.01,1.01,2024-09-19,06:42,A,76,6.1NRT,298.29,13.99,D
-0.74159,111.64653,316.88,1.17,1.08,2024-09-19,06:42,A,70,6.1NRT,297.06,9.74,D
-0.74006,111.65683,341,1.17,1.08,2024-09-19,06:42,A,91,6.1NRT,298.98,47.66,D
-0.36938,114.18534,311.6,1,1,2024-09-19,06:42,A,55,6.1NRT,298.56,4.64,D
-0.21339,115.33118,325.1,1.05,1.02,2024-09-19,06:42,A,78,6.1NRT,295.67,16.93,D
-0.87034,110.85049,312.18,1.31,1.14,2024-09-19,06:42,A,62,6.1NRT,297.2,8.55,D
-0.29014,114.93246,319.14,1.03,1.01,2024-09-19,06:42,A,71,6.1NRT,299.66,10.31,D
-0.28882,114.94146,325.15,1.03,1.01,2024-09-19,06:42,A,78,6.1NRT,300.06,16.8,D
-0.01552,116.80539,343.35,1.24,1.11,2024-09-19,06:42,A,86,6.1NRT,295.22,51.47,D
-0.33165,114.71008,313.88,1.01,1.01,2024-09-19,06:42,A,60,6.1NRT,298.51,5.61,D
-0.30562,114.88888,316.16,1.02,1.01,2024-09-19,06:42,A,65,6.1NRT,298.6,7.9,D
-0.87309,111.31755,341.8,1.23,1.1,2024-09-19,06:42,A,91,6.1NRT,297.3,55.2,D
-0.87149,111.32835,314.47,1.23,1.1,2024-09-19,06:42,A,67,6.1NRT,296.93,9.43,D
-0.86357,111.38197,314.07,1.22,1.1,2024-09-19,06:42,A,37,6.1NRT,298.37,7.72,D
-0.80714,111.82999,311.11,1.15,1.07,2024-09-19,06:42,A,42,6.1NRT,297.77,6.28,D
-0.35846,114.96671,344.21,1.03,1.01,2024-09-19,06:42,A,92,6.1NRT,299.25,45.61,D
-0.89278,111.40269,313.39,1.22,1.1,2024-09-19,06:42,A,54,6.1NRT,299.09,7.61,D
-0.4311,114.59406,335.38,1.01,1,2024-09-19,06:42,A,87,6.1NRT,298.14,30.04,D
-0.40258,114.78967,357.41,1.02,1.01,2024-09-19,06:42,A,98,6.1NRT,299.9,74.6,D
-0.91951,111.2861,313.05,1.24,1.1,2024-09-19,06:42,A,58,6.1NRT,294.51,8.88,D
-0.44128,114.58644,315.5,1.01,1,2024-09-19,06:42,A,63,6.1NRT,298.59,7.47,D
-0.43998,114.59532,336.74,1.01,1,2024-09-19,06:42,A,88,6.1NRT,299.56,32.13,D
-0.38792,114.95272,326.93,1.03,1.01,2024-09-19,06:42,A,80,6.1NRT,299.03,18.68,D
-0.71701,112.8774,325.33,1.04,1.02,2024-09-19,06:42,A,80,6.1NRT,298.77,18.71,D
-0.45083,114.83352,322.64,1.02,1.01,2024-09-19,06:42,A,63,6.1NRT,298.54,12.41,D
-0.44045,114.9053,342.66,1.02,1.01,2024-09-19,06:42,A,91,6.1NRT,297.33,42.46,D
-0.43915,114.91428,340.26,1.02,1.01,2024-09-19,06:42,A,90,6.1NRT,296.86,38.5,D
-0.84868,112.22139,311.17,1.1,1.05,2024-09-19,06:42,A,56,6.1NRT,297.97,6.04,D
-0.84729,112.23106,315.14,1.1,1.05,2024-09-19,06:42,A,66,6.1NRT,298.31,9.48,D
-0.5188,114.50493,315.44,1.01,1,2024-09-19,06:42,A,62,6.1NRT,299.03,6.33,D
-0.51106,114.55798,331.5,1.01,1,2024-09-19,06:42,A,84,6.1NRT,298.14,24.19,D
-0.4799,114.77129,316.66,1.02,1.01,2024-09-19,06:42,A,65,6.1NRT,297.88,8.34,D
-0.46289,114.8876,321.94,1.02,1.01,2024-09-19,06:42,A,53,6.1NRT,298.55,12.51,D
-0.51734,114.57701,318.87,1.01,1,2024-09-19,06:42,A,69,6.1NRT,298.26,10.48,D
-0.4901,114.76369,326.64,1.02,1.01,2024-09-19,06:42,A,79,6.1NRT,298.34,18.01,D
-0.48881,114.77257,370.11,1.02,1.01,2024-09-19,06:42,A,100,6.1NRT,300.21,112.14,D
-0.54937,114.41927,313.05,1,1,2024-09-19,06:42,A,55,6.1NRT,297.86,5.81,D
-0.52863,114.62401,318.81,1.01,1,2024-09-19,06:42,A,69,6.1NRT,297.01,10.34,D
-0.55555,114.5012,312.55,1.01,1,2024-09-19,06:42,A,49,6.1NRT,297.31,4.82,D
-0.55426,114.51008,313.16,1.01,1,2024-09-19,06:42,A,55,6.1NRT,296.57,5.24,D
-0.55297,114.51895,311.61,1.01,1,2024-09-19,06:42,A,25,6.1NRT,296.04,3.82,D
-0.70901,113.50719,311.37,1.01,1,2024-09-19,06:42,A,53,6.1NRT,298.03,4.79,D
-0.69358,113.61343,343.68,1.01,1,2024-09-19,06:42,A,92,6.1NRT,299.41,43.94,D
-0.69229,113.62227,318.23,1.01,1,2024-09-19,06:42,A,70,6.1NRT,298.98,9.87,D
-0.58362,114.37029,313.32,1,1,2024-09-19,06:42,A,7,6.1NRT,296.8,4.35,D
-1.12828,110.69717,326.75,1.35,1.15,2024-09-19,06:42,A,81,6.1NRT,296.96,30.02,D
-0.81226,112.86024,324.89,1.04,1.02,2024-09-19,06:42,A,79,6.1NRT,296.86,18.65,D
-0.81093,112.86942,331.1,1.04,1.02,2024-09-19,06:42,A,84,6.1NRT,297.11,26.55,D
-0.58224,114.44205,312.75,1,1,2024-09-19,06:42,A,53,6.1NRT,298.08,4.95,D
-0.58095,114.45091,312.46,1,1,2024-09-19,06:42,A,50,6.1NRT,297.33,4.74,D
-0.68425,113.86415,319.71,1,1,2024-09-19,06:42,A,72,6.1NRT,299.39,11.06,D
-0.68297,113.87295,317.93,1,1,2024-09-19,06:42,A,69,6.1NRT,298.37,9.47,D
-0.60251,114.42699,327.98,1,1,2024-09-19,06:42,A,81,6.1NRT,298.52,19.21,D
-0.59228,114.49754,331.75,1.01,1,2024-09-19,06:42,A,84,6.1NRT,299.68,24.5,D
-0.591,114.50638,325.88,1.01,1,2024-09-19,06:42,A,79,6.1NRT,298.42,17.19,D
-0.5833,114.55958,314.19,1.01,1,2024-09-19,06:42,A,56,6.1NRT,297.18,5.85,D
-0.58202,114.56844,326.56,1.01,1,2024-09-19,06:42,A,79,6.1NRT,298.08,17.98,D
-0.54209,114.84428,330.6,1.02,1.01,2024-09-19,06:42,A,83,6.1NRT,298.93,23.35,D
-0.54079,114.85323,325.36,1.02,1.01,2024-09-19,06:42,A,78,6.1NRT,298.56,16.93,D
-0.74587,113.5725,321.09,1.01,1,2024-09-19,06:42,A,74,6.1NRT,299.38,12.82,D
-0.64879,114.24159,350.36,1,1,2024-09-19,06:42,A,95,6.1NRT,298.6,56.32,D
-0.6383,114.43787,319.57,1,1,2024-09-19,06:42,A,51,6.1NRT,299.19,9.98,D
-0.80601,113.34522,313.6,1.02,1.01,2024-09-19,06:42,A,60,6.1NRT,299.09,5.5,D
